OBSERVED DATA,FINAL-VALUES
3.567,13.6468889476318
3.273,13.6021110694857
3.815,13.5504444905869
4.204,13.50222238236
6.357,13.4608888946886
7.02,13.419555567412
6.407,13.3678886677242
7.688,13.3196668802863
6.407,13.278333312418
6.735,13.2301109635997
6.288,13.1818890157674
7.02,13.1405553677018
6.001,13.0923330188831
6.407,13.0544448038564
5.881,13.0096667653156
5.825,12.9614442561029
5.696,12.9166668591402
5.088,12.878777922338
4.423,12.8374444346667
3.635,12.7892221660457
3.677,12.7547779405075
2.929,12.709999901967
2.595,12.6652221040178
2.118,12.6273334078077
1.82,12.5825556900559
3.047,12.548111143729
1.915,12.5067776560577
2.521,12.458555547831
2.083,12.4172223809488
1.403,12.3758888932775
1.831,12.3379998762783
3.75,12.296666789593
4.352,12.2622223234631
3.677,12.2243331460696
4.431,12.1829998989899
4.43,12.1451111225825
4.042,12.1003334048307
4.351,12.0693332489789
4.431,12.0245552906354
4.037,11.9969999262441
3.781,11.9522222485912
3.348,11.9212222932322
2.926,11.8764442546914
2.194,11.8523333208741
1.986,11.8041109319569
1.624,11.776555567566
1.649,11.7352221199932
1.476,11.7042222448316
1.284,11.6697779390963
1.176,11.6249998604569
1.284,11.5905555146228
0.902,11.5526666981169
0.76,11.5182224324801
0.687,11.4768888646118
0.849,11.4458886686611
1.337,11.4217776546461
1.516,11.3804446481582
1.507,11.3528889629782
1.596,11.3115554352084
1.444,11.2805553996521
1.416,11.2495558051806
1.362,11.2151112989522
1.337,11.1806665922308
1.27,11.1462221661997
1.218,11.1152223712351
0.959,11.0807777447108
1.113,11.0601112815656
1.36,11.0222223848623
3.618,10.9912221488128
19.89,10.9567776425847
6.423,10.9292221979964
8.147,10.8947779323596
15.898,10.867222327377
18.097,10.8327777409512
16.464,10.805222176067
10.123,10.7811110417565
7.626,10.7535556372671
8.356,10.7225556819078
12.859,10.6915554859571
13.749,10.663999921073
9.806,10.643333417829
8.89,10.6330000860098
17.171,10.6226665937963
37.71,10.6364441957945
75.811,10.6950000769251
43.915,10.8672222070811
150.009,11.249555564589
145.229,11.8661108426749
140.978,14.0464444179088
133.261,18.296888907854
164.4,27.2800002531667
396.789,39.2942222921799
1460.829,51.5874435685367
758.507,61.3111108153439
506.508,77.5206659739424
3502.09,118.519890903392
871.858,166.452778115248
584.7,196.264441616626
625.848,208.444003781511
509.832,274.143330695935
3119.667,384.127878128655
4141.877,424.813665770408
1626.471,431.581992417989
2901.779,430.627888637699
4860,495.08033208549
3463.005,830.682875009046
1438.75,1085.50287071201
622.981,1187.50323024061
469.973,1166.95367379321
515.539,1067.14053501685
1088.693,952.285548879041
1533,890.69889187813
2508.962,1129.22667827871
1485.243,1250.16455567545
788.485,1166.55068596204
583.681,1037.5837655531
456.743,911.344880031214
351.268,828.023785352707
291.4,851.842103567389
293.78,849.613554941284
299.837,820.118772155707
313.022,799.241995645895
421.036,857.993900279205
3442.315,1301.24566919274
6505.094,1864.33655454053
3405,2298.55701790915
2073.783,2700.41688349512
1323.888,2789.84847267469
787.127,2478.19514009687
649.1,2272.90967437956
500.9,2110.60396565331
397.812,1804.51000200377
378.8,1516.13764829106
338.592,1277.34465930197
324.309,1108.31889046563
234.9,977.61943290631
240.27,880.327679382429
323.723,1277.08287503984
1189.069,2792.32498341137
7539.044,4849.67442154884
4333.848,4126.98522408804
1354.521,3077.39410466618
841.067,2504.29709023899
753.573,2319.03765863842
893.302,4047.35655321017
739.589,3812.02518939973
1006,3056.68951736556
707.903,2540.65668847826
702.201,2276.51948862606
904.598,1956.1516718732
584.937,1700.25699105528
453.243,1454.84035313129
437.288,1238.95977967315
349.7,1096.27367324299
443.676,1006.12567779091
395.26,899.117105702558
370.201,787.224320073924
230.502,687.71089050505
184.377,600.197885764971
203.4,524.582001566888
195.8,459.182329807018
172.863,404.40533566806
167.871,358.039662241937
151.51,318.531885494788
132.806,286.12655306028
129.281,261.271441313956
132.879,245.306446941363
144,232.854774801268
134.759,221.48122150037
132.677,223.961226269603
182.784,276.664670556784
585.645,322.186442092061
698.364,420.266996241278
1152.016,781.847554445267
673.7,1252.89256489939
535.858,1667.469338576
666.361,1858.0848975314
586.795,1805.99800050259
527,1670.42123277982
386.5,1516.8609990014
271,1308.44457215733
211.1,1103.41055360105
201.682,940.577904217773
190.189,816.726001103721
145.415,724.735219776629
134.048,661.791446142728
129.37,606.580450303024
132.6,545.992663171558
122.2,485.856110519834
121.021,430.317886918784
114.082,380.841882940795
92.746,337.559000982178
89.592,300.028333399031
85.811,267.926105401582
81.661,240.735669806599
68.66,217.592447954747
74.749,197.79033217993
73.292,180.926332084669
70.688,167.975222443541
95.227,162.925666612056
149.917,166.135887615383
81.52,166.439002317687
74.99,162.27466598567
63.183,155.520112088157
83.027,147.573779357804
79.625,139.906443779667
76.083,133.696112078097
48.02,127.45477805535
50.542,121.041223386096
56.64,114.679333691796
47.341,108.448332279093
46.182,102.348222676665
45.074,96.451334758765
45.533,90.8506681107813
44.709,85.5841117497118
41.97,80.6619989271792
40.26,76.0981100921828
31.745,71.8648888377678
30.785,67.9588889289233
30.119,64.3697777556048
26.476,61.0631109318798
25.561,58.035443826682
25.023,55.2454440751008
24.61,52.6793334736593
22.432,50.3198898293907
21.93,48.1464453558954
19.518,46.1452216893019
18.59,44.2955553738608
17.334,42.5974440036548
17.683,41.0164446363017
17.9,39.5628892402684
17.552,38.209222210571
18.15,36.9554441887885
16.65,35.794666554365
17.116,34.706222002084
17.419,33.6969997940794
17.052,32.7601108286116
18.8,31.8783330731093
17.058,31.0516665275728
18.112,30.2766668817237
18.023,29.5533334939843
17.96,28.8678884816667
17.388,28.2306670211255
17.219,27.6209997220171
18.79,27.0595551727131
18.092,26.5187777682312
18.054,26.0124446694841
19.427,25.5302223842592
19.162,25.0755555436223
19.128,24.64155576761
20.82,24.235111115397
19.79,23.8424445864641
19.707,23.4670001703006
21.056,23.119110877936
20.139,22.788444500313
20.739,22.4612221923761
20.875,22.1477776067332
19.635,21.8515554546481
19.79,21.5656667947769
19.528,21.2901109855415
20.31,21.0248889893086
20.631,20.7734443143839
19.79,20.528888420409
20.438,20.2981112110947
20.131,20.0742223015471
20.82,19.8572223333434
20.394,19.6471109856954
21.83,19.4438887397861
22.118,19.2475555956158
21.753,19.0512221306561
20.198,18.8652225588967
19.929,18.6895554367866
19.79,18.5173335071238
18.73,18.3485556471471
18.461,18.1763329957096
16.979,18.0178890289324
15.254,17.8663334421192
14.858,17.7182222457808
14.24,17.5701110494428
12.63,17.4254444039736
11.846,17.2945557213907
12.698,17.153333225805
16.18,17.0189999121553
16.88,16.8915556200469
17.289,16.7675555580194
16.958,16.6469997260719
17.82,16.5195556745556
21.977,16.4093332546247
19.994,16.2922223745328
20.853,16.1819998744049
21.142,16.0752222459348
19.777,15.9684445372681
21.482,15.8582221173372
18.79,15.7652221309641
17.82,15.6584445024944
20.735,15.5619998850551
20.02,15.4621111177324
19.282,15.3725556020314
20.28,15.272666594117
26.526,15.179666848336
28.93,15.0935554825185
30.22,15.0039998064233
26.122,14.9178889217892
24.335,14.8283334060883
23.789,14.7525556126817
22.955,14.6595553857172
22.377,14.5837775923106
18.79,14.5045558094152
17.426,14.4218888340726
16.486,14.3426667303882
13.08,14.2772223489981
12.091,14.1945556944445
11.323,14.1222222915127
11.13,14.0498891291726
11.13,13.9706666245022
10.923,13.9052220827177
11.862,13.8363334712468
11.49,13.7640000683154
10.561,13.7019999170054
11.897,13.6331108243515
12.768,13.5676666835531
15.09,13.5056666926378
16.215,13.4367777603782
21.51,13.3713331383964
20.816,13.3162219685296
21.238,13.2507778277312
20.268,13.1956666578644
19.986,13.1371111376213
15.57,13.0682222053617
18.276,13.0165556665614
16.53,12.9614444565961
19.308,12.9028887358598
19.352,12.8512223173554
19.327,12.7926667169149
17.414,12.7375555069496
14.64,12.6824445776745
14.428,12.6238888569382
14.38,12.5756667487116
14.417,12.5171109878768
14.386,12.4688890400445
14.336,12.4206667313247
12.9,12.3689999920316
15.57,12.3104445920844
15.962,12.2691111846104
14.986,12.2139999746448
16.698,12.1726666473681
16.774,12.1209998679762
16.792,12.0727779201439
11.464,12.0245555312271
13.75,11.9763334230001
9.562,11.9349999353288
8.965,11.8833334366274
7.01,11.8488889704978
6.401,11.7937776402363
6.163,11.7593331741067
4.945,11.7042224052259
4.826,11.6697778588989
3.515,11.6215555902776
3.467,11.5802220224093
5.539,11.5319998740839
6.819,11.4906668675959
6.75,11.4493332997276
5.27,11.4114444832213
4.015,11.3701110757473
3.127,11.3253333579956
3.27,11.2908889720629
3.265,11.2461109736209
3.158,11.2082223576078
2.677,11.1703333406087
2.677,11.1324442434125
2.677,11.0911111567273
3.133,11.0497778294506
1.473,11.0153331628278
1.897,10.9808889372895
1.676,10.9361111393404
1.773,10.9016666331123
1.118,10.8637779369018
1.118,10.8258888397057
1.52,10.7914442131813
1.118,10.7535556773656
1.284,10.7225556418093
1.297,10.6881112157781
1.293,10.6467778083042
1.318,10.6157776925505
1.039,10.5882221276664
1.266,10.5434444500134
1.252,10.5124446550488
1.536,10.477999988426
2.147,10.4469999127712
2.164,10.4160000376092
1.118,10.3849998416585
0.964,10.3471111454484
0.964,10.3161112702865
1.287,10.281666683861
2.147,10.2472221776325
1.966,10.2196665325514
1.893,10.1886666573894
1.897,10.1542223516541
1.897,10.1301111371463
1.519,10.0991111416888
1.529,10.0646665953618
1.568,10.0336667602987
1.6,10.0061111152172
1.634,9.97511124005561
1.785,9.94066661353129
2.397,9.91311104864715
1.979,9.88899995443517
1.842,9.86488898051903
1.818,9.83044447429056
1.905,9.79944439863575
1.967,9.77533322422677
1.985,9.74088911898432
2.137,9.71333339370583
1.897,9.68577766842735
1.689,9.66166657421537
1.697,9.63411120982441
1.704,9.60655552464442
1.002,9.5824443502351
1.046,9.55488894574564
1.473,9.52388895028784
1.007,9.50322224655102
1.023,9.47222205060037
1.02,9.4412222155369
1.002,9.41711124162076
1.089,9.38955563663812
1.096,9.3654443820318
1.191,9.33788885724616
1.108,9.31377772293568
1.186,9.28966650842786
1.189,9.26899992498689
1.197,9.23800008992342
1.174,9.21388891551444
1.391,9.1863333506303
2.094,9.17255546794164
2.096,9.14155555268117
2.866,9.148444453927
9.013,9.28622219815038
15.948,9.62377779780791
55.383,10.0233334284792
28.712,10.4091110160679
18.91,10.7363332839062
13.27,11.0222221041718
12.56,11.242666703442
11.87,11.4286666761878
10.54,11.5630000700345
10.491,11.6732221691767
9.341,11.7489999625833
9.308,11.7972223114016
8.46,11.8316666973343
5.519,11.8488890506948
13.343,11.8523332807753
26.673,11.8695554737417
23.916,11.8902223779717
21.77,11.8971110787244
16.36,11.9074444105435
23.946,11.9522222084923
23.029,12.0004443969163
25.181,12.0590000775541
21.432,12.1244444589442
16.598,12.2174443651199
17.18,12.3483331279001
18.91,12.5928889416781
20.697,13.3713332987907
20.885,14.697444322519
19.247,17.0121111312053
20.598,24.4900004213882
17.162,37.6167772648235
16.666,51.628777457194
45.5,75.2301111015387
40.677,102.768444088805
67.899,123.810556554236
68.083,134.646776680731
64.839,175.470329275251
63.653,237.897450432906
63.169,285.747665296205
54.58,303.658785117376
54.226,308.184777557229
61.791,346.645450136726
93.424,419.912223621376
83.574,573.748013128837
61.078,870.87956706269
82.828,1133.84222471052
285.3,1041.63443611728
170.715,922.601321008471
153.674,863.687554001808
132.731,1469.19332560566
188.117,2856.04033900632
2511.732,3290.07822473844
1475.478,2903.81137828032
508.2,2662.06300490432
415.522,4762.70228226981
248.546,6027.0992451244
169.388,4387.30597032442
169.454,3170.25637957785
266.662,2425.22298892339
223.4,1923.47766591443
160,1575.14100008541
139.661,1315.49188825819
92.44,1113.21690049436
91.214,948.868649370141
69.484,814.852234721185
60.116,712.638327313795
64.244,688.19311575757
66.61,1238.59466032849
63.008,1769.59367659357
65.317,1670.66233257453
99.56,1452.70135336452
82.379,1260.09148326185
62.537,1086.41567677259
49.96,931.481126944223
42.36,802.96888500452
43.032,692.140446106592
34.711,597.476774785255
33.041,518.392331235939
30.138,452.896220071449
29.917,399.338552190199
25.72,360.784888847008
22.6,344.365224987269
24.801,358.246334973309
24.95,372.613111635049
40.992,370.222672406168
54.078,358.859444657962
50.696,351.922333654431
291.18,340.858776619037
196,324.576894152496
220.858,303.517556687196
215.635,280.980553974708
138.185,260.083109678494
103.648,244.703666658865
71.226,230.71577888396
60.869,217.461553257373
54.18,204.341665034493
49.54,192.199998141991
45.027,183.492440440588
51.657,181.129557618664
46.657,180.140996620887
35.266,177.998557355669
27.96,182.114666286442
27.96,190.305554349389
25.69,195.28278062741
26.949,197.724889963865
27.264,205.488667512933
41.38,214.340888170733
39.316,216.521222227149
29.13,213.400557140509
30.32,209.487664120065
26.442,206.466890126467
24.943,210.386664710111
23.374,217.661332877146
17.501,218.536222332882
16.686,213.848330949744
20.42,205.312999669048
20.42,194.314892548654
15.854,181.773661925561
14.888,168.943109239141
19.43,156.773889147573
19.137,145.572553926872
15.84,135.122111067176
13.806,125.377776515153
15.74,116.4291116409
13.106,108.255443846186
12.38,100.832667770899
12.419,94.1194465590847
11.845,88.0468879102006
12.43,82.5529993718697
10.293,77.5792228575383
10.19,73.0842221528291
7.746,69.0197785177991
7.378,65.341111427794
6.873,62.0206670421693
6.726,58.9930005785492
5.264,56.2374452129007
5.037,53.7471113623017
3.853,51.4703337310089
4.341,49.3898891636894
4.033,47.488554665405
4.105,45.7491104491054
3.426,44.1474442577197
2.295,42.6732218772587
2.252,41.3092225583063
2.283,40.0588888468012
1.744,38.8981107311944
2.251,37.8200000721132
3.183,36.8314443673526
2.019,35.8773335297073
2.283,35.0024443947607
1.989,34.1723333785517
1.954,33.386999839503
1.954,32.6567781519974
7.597,31.9644438775464
12.178,31.3134442135278
9.837,30.6899999940976
8.238,30.1044447916665
7.37,29.5498893441012
6.944,29.0332221115629
7.767,28.5337778739632
3.853,28.0687777015071
8.198,27.6244445134783
7.756,27.1938885665602
5.816,26.7908891869918
7.528,26.4016665673506
5.289,26.0434443441529
4.785,25.6817779710724
4.307,25.3511112726604
6.447,25.02733359579
6.826,24.7207778712941
6.787,24.4176666976677
6.567,24.1317777972048
5.062,23.8562221483637
5.264,23.5944442218169
3.472,23.3361112471257
3.306,23.0881112032672
3.246,22.8469999403591
2.596,22.6231110308111
2.882,22.3957776505913
3.692,22.178777682388
3.424,21.9721111262012
4.492,21.7723333509641
4.63,21.5691107842657
4.385,21.3831108917172
4.191,21.1971109189714
4.168,21.0180001281616
4.586,20.8388890165627
6.611,20.6666666859139
6.831,20.501333537201
8.86,20.3394442977797
8.904,20.1775556999363
9.149,20.022555642451
10.21,19.8778889167848
10.87,19.7297779610381
9.055,19.5851109145832
9.036,19.4438889001808
11.118,19.3095555865311
10.044,19.1717778824062
9.926,19.0443331893122
11.271,18.9099996350708
10.87,18.7894445248984
9.806,18.6654442222788
9.57,18.5414444810399
8.177,18.4243334405537
7.075,18.3037778491983
7.282,18.1969998999396
6.075,18.0764443887812
5.559,17.9731109903919
6.977,17.8594445809722
6.877,17.7492220808443
6.928,17.6493332333242
6.442,17.5460000755267
7.913,17.4461109874149
6.99,17.3462223002895
10.21,17.2497778432443
7.622,17.1533331456077
10.689,17.0534442178906
11.08,16.9570001618317
11.511,16.8639996942752
12.25,16.7813332803133
11.452,16.6883333741376
12.25,16.6022221687145
11.363,16.5161111236861
11.848,16.4265554475908
13.7,16.3507778947759
14.681,16.2646668497475
19.52,16.1785554839297
19.483,16.0993333000483
26.65,16.0166665652974
53.52,15.9374445418103
698.062,15.8616667484037
274.876,15.7789999334557
89.604,15.6963333590992
57.128,15.6205556458899
47.969,15.5447776920886
38.34,15.4655555884045
37.509,15.3897777949976
33.906,15.3174445524605
20.104,15.2451109891344
19.684,15.1693334363195
19.382,15.1004442634682
20.16,15.0246666304559
18.45,14.955777858591
17.226,14.8903333168062
7.696,14.8179998336774
7.061,14.7491113024038
5.593,14.6802222097499
5.522,14.6147775877681
5.672,14.5493332865753
4.455,14.4804445147101
4.455,14.4184443634005
3.281,14.3495556717325
3.281,14.2841111299477
3.281,14.2324443906546
4.899,14.1601113085119
5.875,14.1015554674797
9.542,14.0395556369591
13.034,13.9775555658465
13.606,13.9155555749312
12.539,13.8673330657186
12.537,13.8053334757894
12.638,13.7433334046767
12.668,13.6882219541198
13.54,13.6296667546653
13.77,13.5780000955696
11.03,13.5228888856039
10.504,13.4608888946886
9.161,13.4092222355929
8.027,13.3575554962994
7.563,13.3024445269258
6.406,13.2473333169602
5.664,13.1956664974697
3.311,13.1439999185709
3.508,13.0923332594748
6.251,13.0441110710512
11.528,12.9924444119551
11.652,12.9442223037285
13.54,12.8856666230907
8.364,12.8443332156167
8.221,12.7926665565206
5.028,12.7444446086883
5.127,12.6996667305422
5.875,12.6445554403795
4.899,12.5997779632194
4.037,12.5515555342038
4.767,12.5067778966493
4.096,12.4551109969615
4.062,12.4172223007514
4.091,12.3690000321301
4.124,12.3207776432133
1.514,12.2828888267074
1.581,12.2415557801206
1.299,12.1933334714008
1.277,12.1519999035325
1.049,12.1072219050905
0.555,12.0693336499649
0.549,12.0211111006534
0.856,11.9797776530806
0.856,11.9418886761803
0.516,11.897110998527
0.515,11.8557780321376
0.5,11.8178888948426
0.595,11.7834442282198
0.477,11.735222240289
0.475,11.6973335039801
0.595,11.6594443666851
0.466,11.618111079507
0.464,11.5836668138702
0.461,11.5388888956255
0.436,11.5078891006609
0.595,11.4631110220216
0.456,11.4321110666626
0.595,11.3873333890093
0.449,11.3528889629782
0.439,11.3218889274222
0.461,11.2840000708174
0.457,11.2495557249833
0.441,11.2013331756722
0.435,11.173777610788
0.595,11.1462222864956
0.43,11.1048890795144
0.411,11.0704444128916
0.526,11.0325555562872
0.374,10.998110889664
0.357,10.970555525273
0.347,10.9361111794392
0.311,10.9051112240803
0.363,10.8672220867853
0.363,10.8362219710316
0.376,10.8052223364617
0.377,10.7673333595611
0.383,10.7328888533326
0.311,10.7087778393179
0.311,10.6708887421215
0.397,10.643333337632
0.387,10.6123333421742
0.38,10.5813335071111
0.366,10.5468889206856
0.362,10.5193332355056
0.358,10.4848889297703
0.311,10.4538890546083
0.311,10.4228888586577
0.349,10.3953331734777
0.305,10.3643333384146
0.311,10.3367778938263
0.316,10.3057778582703
0.319,10.2713331916475
0.242,10.2437776267633
0.322,10.2196667330442
0.32,10.1852222268161
0.321,10.1576667020304
0.327,10.1266665862771
0.321,10.09911110159
0.331,10.0715554565088
0.314,10.0508887928705
0.319,10.0164444069379
0.328,9.99577798389092
0.289,9.96822233880978
0.296,9.94066657343245
0.295,9.91311100854864
0.314,9.88899987423782
0.314,9.85455556850253
0.319,9.8304445143894
0.321,9.79944447883309
0.316,9.7718887535546
0.298,9.75122233050763
0.312,9.72366660522914
0.32,9.69955559121451
0.314,9.67544461729838
0.306,9.65133340279056
0.299,9.6203332068399
0.326,9.59622235321961
0.314,9.57211109861329
0.318,9.5548888254498
0.428,9.53422224200849
2.53,9.55144443497464
509.72,9.60999995521775
324.949,9.72022229495167
352.35,9.91311116894299
233.426,10.2713332718445
172,11.1186667216114
63.923,12.3793332035549
61.42,13.6021109892883
45.067,14.8145556035969
38.407,15.9925552705925
31.583,17.4598887097092
68.062,18.8066667980619
89.041,20.0914445747106
1957.159,22.9331110655849
4421.646,29.5981113721308
5601.619,42.0635561820948
4976.713,57.4705568918336
1459.576,84.6265559602117
573.121,107.611333925484
581.025,156.859996343135
789.864,284.982997298034
1064,373.174553618042
571.082,385.516007668856
337.944,366.512992729742
518.347,391.26477452616
524.111,450.002891332326
655.305,603.669897446201
621.28,642.509443354274
449.6,656.046119746233
1007.801,866.41900336577
1575.279,1759.62200793955
2364.626,4019.01918186083
7066,4075.99711881744
8604,3190.18243021435
6786,2404.42892975277
2152,2050.28831528293
1206.09,2131.13287356165
5732.012,1972.04087409708
2865.193,1721.81576987108
1969.242,1501.7261074649
6103.516,1478.32456330458
6352,2098.48303198815
5833.74,3386.67078680462
3065.165,3010.65800587336
1972.958,2344.69878839122
1038.89,1820.92967099614
836.804,1435.25866038269
830.516,1157.47112863593
811.336,953.260341617798
659.8,817.835114565162
905.9,801.573889619776
795.856,831.247785521878
828.705,853.760662343768
577.252,826.608115765782
607.702,865.302995509571
605.544,1709.53633056747
652.1,2132.15935693847
651.85,2000.48856602775
469.268,1700.61178869671
441.955,1405.98090026114
429.391,1162.07289397717
320.708,965.143660538728
311.664,809.175780415533
257.4,686.629344357385
236.161,591.479998661413
223.486,539.844338678653
226.694,498.834777209493
193.575,456.843560685715
185.14,419.59877502587
168.001,410.254007412327
187.7,410.949775411024
256.755,420.638998432292
601.382,459.406219919522
324.1,515.812436656821
406.72,699.356558753385
425.035,996.72233412663
397.301,1165.74812862608
398.6,1203.09622883797
291.617,1407.35865516795
351.498,1976.80110401578
1026.31,5396.19065324467
2869.45,6426.77542633482
2855.152,4685.67749328083
1241.246,3433.64616698689
927.4,2495.93054652214
493.698,1888.71634569433
479.454,1520.43632202678
632.473,1270.89666922887
752.526,1082.75421808164
1013.485,925.522234704758
818.831,795.056999226412
988.6,691.293116907278
691.212,601.961444483863
505.384,525.501672509643
436.369,460.081334246528
384.534,404.40533310175
298.195,357.026995884047
241.916,317.088669124577
195.7,282.234331675702
166.693,252.160886799296
149.238,226.027886859245
140.656,203.690668899152
134.892,184.577444692453
117.966,167.785778641701
118.609,153.126222454011
104.6,140.330112228791
97.531,129.159778687689
86.559,119.425777387288
79.07,110.921445219881
74.742,103.62611119118
69.809,97.9290009683205
69.98,93.9541110044553
439.3,93.4236670119894
627.213,115.519777478443
744.762,159.350330113537
608.162,192.864781142109
507.739,204.631003778842
361.958,203.222223454052
352.452,195.2173339203
212,183.885111701158
192.089,171.688331353168
171.827,161.062223857476
179.576,151.369553638829
180.11,142.017890026586
183.525,133.334443780283
156.167,127.344554673052
126.8,124.48911174304
116.752,121.502778927485
116.1,117.138666504373
102.58,111.644778928409
92.899,105.668667703867
88.38,99.5685539311835
81.381,93.6234434238738
78.97,87.9745551488466
76.635,82.6735566473669
68.763,77.7376665837234
67.09,73.1668884865939
63.824,68.9577777249118
62.468,65.0827766085663
57.08,61.510887949003
55.03,58.2352231256662
46.421,55.2247778926459
49.03,52.455444002731
47.842,49.9100007065055
44.959,47.564333340981
41.628,45.4115555311245
40.288,43.4310001321137
35.98,41.605444630194
30.811,39.9107782118436
29.8,38.3538890164346
29.98,36.9141100595394
29.372,35.5811112974252
29.79,34.3376668480535
29.773,33.1872224652519
27.54,32.1228887264926
23.503,31.1171109891599
21.381,30.1905557564979
20.854,29.3191107714341
20.714,28.5096664188637
22.878,27.7518892065724
22.728,27.0423336213247
20.7,26.3775550320537
26.908,25.7437776411987
28.77,25.1513330964372
29.777,24.5795557766947
29.637,24.0628887847482
29.374,23.5634447075428
30.39,23.091555112559
31.47,22.6472222453189
32.835,22.213221827729
31.333,21.8240003308489
30.852,21.4416670535381
29.662,21.0834443491573
29.544,20.7389999284513
29.76,20.4048889999588
32.57,20.0948887245937
33.973,19.7917773905726
34.077,19.5127778324401
33.404,19.2406666542715
36.546,18.9754441768552
40.71,18.7274441329971
40.443,18.4863331106803
39.63,18.2589995700658
40.099,18.0351107407155
42.004,17.8181110933009
41.06,17.6148887671946
42.418,17.418555623024
40.842,17.2256665485394
42.002,17.039666736188
37.19,16.8674444857364
33.161,16.6952220748903
33.146,16.5298891667691
32.351,16.3645558576616
31.649,16.213000110454
28.603,16.058000213363
30.465,15.9202220280551
29.33,15.7721109921114
30.871,15.6343335285782
27.248,15.5000000545342
28.29,15.3759998321119
26.191,15.2485554598065
26.044,15.124555477976
29.33,15.0074443572924
28.29,14.8903333970035
26.238,14.7801113780587
35.019,14.6664444874559
34.573,14.5596666985915
33.341,14.4563332200049
32.037,14.3564445328795
29.802,14.2634443861121
27.27,14.1532220463785
23.441,14.0602220600058
22.855,13.9741112555687
21.473,13.8776665579321
23.39,13.791555753495
21.302,13.7019999972028
20.985,13.6158887115823
22.47,13.5366666880952
22.236,13.4574443438195
21.965,13.3782220797407
21.915,13.2990000562536
21.441,13.223222262847
21.697,13.1474444694404
27.791,13.068222044967
27.27,12.9958888425284
27.219,12.9269999102691
27.285,12.8581110983054
27.433,12.7823333048988
27.27,12.713444573132
26.17,12.6548891330862
26.27,12.5859998399391
25.29,12.5171109076798
23.094,12.4551111974547
23.231,12.3999999072921
23.436,12.3380000366727
24.15,12.2725555750852
23.921,12.2140000548421
24.285,12.1554445746975
26.27,12.1003332845349
23.65,12.0452221146681
23.932,11.9901110650971
27.272,11.9349999353288
27.055,11.8798890862511
26.973,11.8213333655148
27.04,11.7731110968938
27.27,11.7179999671255
27.215,11.6628888373572
27.437,11.6146667692295
27.582,11.5698889712803
26.779,11.5216667427579
26.518,11.4700000034644
28.192,11.418333183974
36,11.3701112762405
35.159,11.3253335584887
35.531,11.2805557204411
39.322,11.2323332914255
33.341,11.1806665521323
36.642,11.1358888343806
57.05,11.091111397319
66.51,11.0532223001225
50.297,11.0187777537955
49.949,10.9739998756494
48.33,10.9498889017332
49.419,10.9188889062758
50.935,10.8810000095725
50.685,10.8499999339176
38.49,10.822444409132
39.037,10.7879999029035
35.044,10.7604444583152
33.003,10.7225556017108
28.733,10.6881110553838
30.383,10.657111059926
28.952,10.622666834388
20.88,10.58477777729
16.229,10.5606664825852
15.825,10.5262220966526
10.405,10.4917778310158
9.353,10.4573333648862
9.584,10.4263334496257
9.078,10.3953333739709
7.889,10.3608887474466
8.638,10.3367777735304
7.067,10.3092220883508
6.973,10.2713332718445
7.889,10.2403335169787
6.626,10.2093333611266
7.094,10.1783332453729
7.094,10.1473333301128
6.128,10.1128888639828
7.889,10.0853331788028
6.15,10.0543333437397
6.202,10.026777738757
7.889,9.99577774329958
6.23,9.96822217841543
7.094,9.94066673382713
50.728,9.90966657797498
49.574,9.87866670281336
34.911,9.85455540810819
30.782,9.82699996351989
31.753,9.80977793094809
57.004,9.77877769489893
52.6,9.75811103126028
39.236,9.73399997714714
22.084,9.71333339370583
11.934,9.68577770852584
11.638,9.6582221436417
11.39,9.63755564039774
10.634,9.60999995521775
8.728,9.58933321138243
11.111,9.56177788708998
11.181,9.54455569412349
10.86,9.52388887009083
5.141,9.49633326510785
5.166,9.47222221099471
5.07,9.4515556275534
5.635,9.42744441304558
4.885,9.40677774940727
4.812,9.38266669529379
4.757,9.35855568127916
4.908,9.33444438657399
4.873,9.3172220332135
5.635,9.29655561016653
4.97,9.26900016557858
4.873,9.24144444029974
4.67,9.22422216713626
4.649,9.20011111302313
4.488,9.18288879976079
4.429,9.15533339527133
4.586,9.13811112210785
3.769,9.11400006799437
3.904,9.09333328406021
3.865,9.07266650012606
1.878,9.05200003698059
1.878,9.02444459239229
4.456,9.00377780845813
5.707,8.98311102452398
8.728,8.96588879145899
6.133,8.93833350726503
18.198,8.91422225265871
18.049,8.89699997949522
17.502,8.87633327575807
15.702,8.85566661211976
13.671,8.83500010887579
11.53,8.80744450389314
16.075,8.79022219063081
12.507,8.7695555269925
11.864,8.74888878315684
9.38,8.72133349896323
6.586,8.7041111456024
8.045,8.68344444186525
8.045,8.65933322735742
6.425,8.63522229354014
4.362,8.62144449104881
4.325,8.59733327654099
4.158,8.580111043476
4.086,8.55599990916552
4.041,8.53188885505205
4.061,8.50777776084007
3.503,8.49399995834875
3.283,8.47333337490743
3.351,8.45266663107212
2.704,8.42855561705714
2.936,8.40444436245082
2.522,8.38722216948468
2.302,8.3631111554697
14.754,8.34588892240506
13.62,8.32866664924157
9.38,8.31488884675025
81.61,8.28733340216195
2959.931,8.29766669388225
1419.738,8.31144445627508
488.6,8.35277778355205
255.597,8.7420000423057
3530.2,19.6471114668788
9672,68.4514455083345
9846,105.310440989625
