OBSERVED DATA,FINAL-VALUES
97.2,174.350887454218
79.908,162.047332525253
74.68,150.108887958858
74,138.855889687936
71.316,128.519111312926
81.1,119.246665553914
77.6,110.893889454504
67.123,103.433222758273
62.54,96.8612240420448
58.629,90.991889964789
58.243,85.6805553245876
71.57,80.792890737454
69.653,76.2944450808896
70.6,72.1542224494946
69.2,68.3549993671477
60.743,64.893333127515
60.93,61.7416673236424
59.88,58.8793341691295
57.909,56.2581107537779
56.761,53.8573329802602
60.1,51.6666669553766
51.12,49.6654439303611
47.835,47.829555818397
44.275,46.1555554221074
44,44.6158887404533
32.113,43.2002220406301
30.784,41.8982225521986
36.3,40.6926672802204
28.86,39.5835554227233
26.81,38.5571113425409
25.516,37.5995553926461
22.485,36.7177776371439
22.163,35.8911104500292
21.314,35.1126668146913
27,34.3962220475079
21.09,33.7211114095733
22.629,33.0804446763878
21.953,32.4879998910343
20.6,31.919666239992
20.761,31.3857779372483
27.6,30.8828889081874
28.2,30.4041111738317
23.281,29.9459998625226
22.285,29.518889188249
22.22,29.1021114448085
20.835,28.7094443544952
21.727,28.3408886390843
21.539,27.9792224263979
27,27.6313330538363
21.534,27.2972218847524
25.028,26.976889320132
23.95,26.6668891249639
23.338,26.3775552726454
22.451,26.0916665325769
22.352,25.8126667338526
27,25.5474441762393
21.08,25.2925553514312
20.045,25.0376668474118
21.139,24.7931111138315
21.658,24.5657777336117
21.764,24.3384446741806
20.906,24.1283337275187
20,23.9009998661155
22.099,23.6908889996509
22.646,23.4911112244137
22.599,23.2913332085849
23.144,23.1053334764307
23.102,22.9124444821435
24.09,22.7367776006255
25.6,22.5611114408822
23.511,22.3819998481
24.093,22.213222228715
22.028,22.0547777807548
20.137,21.882555530303
19.57,21.7206667720649
17.401,21.5691111852517
17,21.4244446199802
17.269,21.272888712378
16.762,21.1282221471065
17.763,20.9869996515207
16.908,20.8457778777101
17.399,20.7079998527965
19.531,20.5771112504106
20,20.4358889954166
20,20.311888692797
20.898,20.1878891119528
20.802,20.0535553973167
20.5,19.9329998861584
20.5,19.8158890862638
20.5,19.7022221956611
20.5,19.5851112353719
20.968,19.4679998740969
21.831,19.3543336250716
20.808,19.2406666542715
20.872,19.1338890258018
21.078,19.0236667662652
22.732,18.9168888972038
22.56,18.8135555790115
23.875,18.7067777901475
23.373,18.6034445521526
22.778,18.5070003356993
21.63,18.4036666967181
20.64,18.3106667103453
20.27,18.2107775420366
20.27,18.114333325583
21.675,18.0178888685381
20.042,17.9283334330345
20.092,17.8387778371366
19.66,17.7423334602887
19.381,17.6596666453407
19.382,17.5735552795233
18.89,17.4839999242167
20.832,17.4013332696631
18.605,17.3083334436847
18.358,17.2325554096864
16.29,17.1498888353298
15,17.0672223411706
14.99,16.9879999166975
14,16.9087778932104
14.85,16.8226666877873
15.109,16.7503332848559
14.609,16.6711111811715
13.887,16.5884443662232
13.679,16.5195555141609
14.35,16.443777961346
14.01,16.3680000877421
16.685,16.2991110752854
16.713,16.2336664533037
16.983,16.1578891410804
16.596,16.0889997276374
16.019,16.0166666454947
15.84,15.9477779538268
15.23,15.8857775619255
14.576,15.8100000091106
14.523,15.7411110768509
14.075,15.6825553962135
14.144,15.6136667045456
13.657,15.5516665532356
13.128,15.4862221718455
12.52,15.4207779508497
12.955,15.3587777995401
12.623,15.2933332577553
11.2,15.2278891169569
11.96,15.1727775862026
11.104,15.1073332048125
10.299,15.0522225562276
9.44,14.9867777738515
10.623,14.9351111147553
11.212,14.8765552737232
10.715,14.8111113735165
11.086,14.7560000833538
11.027,14.6939998518469
13.662,14.6388888824733
15.84,14.5768890519523
14.552,14.5217776815924
18.28,14.4666668726131
16.923,14.4150000531226
16.671,14.3598889233543
15.426,14.3082224246529
15.84,14.2565554447681
14.62,14.2014444753942
12.611,14.1497776559037
11.083,14.0946668469244
10.39,14.043000027434
9.725,13.9878887372713
9.67,13.9431110195195
11.328,13.8914446010151
13.4,13.8432221719995
12.822,13.784666812151
12.617,13.7398889340046
11.297,13.6882221947114
11.346,13.636555455418
10.572,13.5917778178635
9.192,13.5401112389648
10.76,13.4953334410156
10.76,13.4471110120003
9.223,13.3988888235764
8.186,13.3506666351524
7.311,13.3058888372033
6.461,13.2611110392545
6.352,13.2094444603557
6.97,13.1681111330787
6.265,13.1198887842604
6.429,13.075111146706
6.108,13.0303334289542
6.97,12.9890000214799
6.97,12.9407778330563
6.68,12.8994442651876
6.39,12.8546667880275
5.206,12.8098889900784
4.836,12.7754444437514
4.437,12.7203332337861
5.303,12.6824444573787
5.26,12.6376665792325
5.89,12.5963334123499
5.68,12.554999924679
5.508,12.5102221267298
6.164,12.4792221312724
7.803,12.4309999428484
6.39,12.3931110862436
7.598,12.3483332882945
7.296,12.3069998808205
7.84,12.2656666337409
10.14,12.2312221676112
8.27,12.1898889205316
7.466,12.1519999837295
6.947,12.1141113677167
5.587,12.0693333291759
5.775,12.0348887828489
5.26,11.9935554555719
4.84,11.959111230034
4.782,11.9177776220668
4.785,11.8833334767259
4.061,11.8488888502019
3.972,11.8075556432208
3.544,11.7765557279603
3.28,11.7317779300115
3.1,11.6973333836842
3.133,11.6628889977519
2.816,11.6284444113261
2.572,11.5905554745243
2.248,11.5561112088875
2.06,11.5182222720857
2.38,11.4803334154809
2.205,11.4493331794318
2.151,11.418333103777
2.075,11.3770001373875
2.322,11.339111040191
2.288,11.3115555956027
2.242,11.2736666187024
2.2,11.2392220723755
2.032,11.2082223175093
2.06,11.1703332203132
1.92,11.1393333852497
2.196,11.1083332694964
1.984,11.0738887231694
1.921,11.0394446580258
1.64,11.0118889327473
1.498,10.9774445468147
1.801,10.9533332521095
1.888,10.9154442351104
2.007,10.8844445604416
2.069,10.8534445248857
1.972,10.8189999785583
2.301,10.7880000231994
2.478,10.7535554768724
2.662,10.7225555215134
5.769,10.6915555661545
16.446,10.6640002017635
11.171,10.6330000058128
124.2,10.59855533919
182.3,10.5675555442254
123.199,10.5434444099149
121.237,10.5227779467695
191,10.6295556554365
2459,17.2670002768025
9634,56.4200005545797
10035,96.6373347315108
1905,116.553109858392
689.114,123.510887766153
469.477,123.514333680376
444.9,120.372997439052
447.394,115.853891534627
533.235,110.576996548722
326.643,104.907447705045
257,99.041553447023
141.629,93.1618867597231
103.304,87.4372231774032
85.542,82.094888862533
74.519,77.1348891081288
62.66,72.5744440220295
52.986,68.4032233199105
68.58,64.5867789267666
64.93,61.1078892110123
40.847,57.8804432078162
37.247,54.8941114348255
35.961,52.1351109569271
34.826,50.41977811553
33.818,67.2562212424559
52.94,178.918224529156
126.737,562.736118903075
220.569,761.184333031996
304.465,840.475448510714
214.625,795.628767884855
170.324,705.653011364242
140.4,622.094220461116
111.1,548.162674241596
76.302,485.17410179807
65.274,437.044888900386
68.811,415.871892083022
70.982,420.663106358715
63.257,435.219331954915
59.542,437.523666955532
61.38,426.449774743784
55.005,410.402109225591
53.075,395.053667885562
60.705,393.682772728305
78.001,406.251561041508
86.937,406.189553191265
77.271,395.983670155207
83.49,378.837219294575
89.744,362.414114011657
71.857,354.178435479603
55.845,347.148329060937
164.094,370.577445667649
833.723,442.418222087954
909.944,484.802107305992
606.3,589.303117576571
558.727,979.665470619997
1627.894,1499.74211288823
2059.021,1740.27459886339
975.17,1700.54977635543
1099.939,2248.8089028332
3770.571,2497.01901144451
2663,2238.33431932661
2203,2079.88299429417
2333.569,2578.55241894722
7436.775,2948.01732897759
5068.378,2612.27699054612
2767.365,2166.5968908204
1588.487,1759.95269252194
1120,1465.09444945388
1023.522,1465.64900875091
4028.836,2009.71281197336
3532,2083.16555254989
2823.624,2203.42836181323
5805.025,3117.38757888476
2430.56,2981.55589434836
1374,2405.71711526977
944.664,1907.3542005486
753.822,1534.64122348362
620.309,1259.98810198572
492.429,1047.20411135091
445.783,880.627326998446
390.452,750.258554021517
346.4,646.804676949976
352.169,566.745445794529
378.452,504.686895509562
330.643,475.522774209578
269.877,458.26610798637
271.614,428.56466786729
240.1,393.362440003288
210.931,357.615997642278
248.33,324.904110365444
202.108,296.521887597111
195.262,282.161998914348
198.969,277.084891166952
209.296,266.348551627662
180.962,254.930220047633
205.6,261.922440015607
159.215,264.808889437053
137.998,263.341554875175
160.654,255.085218821963
169.585,245.096332786812
148.645,233.013218848242
154.032,218.267555865977
147.2,202.519559777445
130.054,186.902442346844
111.587,172.205000991622
102.794,159.061000351277
91.969,147.591001229981
86.75,142.148778628972
76.59,143.433558009565
72.32,162.391779592468
70.485,217.843889983164
102.2,234.890443976555
161.698,234.642446258416
857.153,236.3336651586
1491.764,252.236665795661
1253.958,279.809442928268
925,426.150120070411
550.779,576.703328225346
437.202,679.120437428356
352.584,671.659768165815
325.045,657.151776386632
862.106,722.651322558522
441.1,728.475910756323
978.1,671.769992510479
746.309,601.01078276833
405.995,536.413669627573
259.084,476.88676983946
196.313,424.317671938076
235.41,377.755666731133
165.3,336.618662253022
137.6,300.638001660506
129.097,269.389999823438
140.4,242.292554510964
123.302,218.818665399319
109.85,198.396557093495
116.3,180.564664428433
103.735,164.902777700789
78.65,151.142223386301
78.505,138.993667231666
71.148,128.253888193932
67.089,118.743777006037
62.874,110.260108133985
59.33,102.682332322001
48.17,95.9105546275774
46.63,89.8448884487151
65.208,84.4061107995611
68.196,79.5081100737054
58.197,75.1130001412498
48.61,71.1518887016509
43.893,67.5696671112545
35.19,64.3422213486498
32.58,61.4213339570495
33.038,58.75877753521
33.176,56.3407774083315
32.58,54.1328895112707
33.87,52.1075564747056
37.172,50.2509999347643
45.113,48.5391116442367
45.11,46.9443329506449
36.579,45.4563331686789
34.882,44.0785556462492
36.11,42.800665848578
33.09,41.6192225128827
34.573,40.5135559280299
33.613,39.480221623348
33.87,38.5157776944753
33.562,37.6167777460069
32.833,36.776333478176
35.027,35.9875553080605
33.732,35.2332221654554
33.87,34.53744406191
31.752,33.8726666755974
31.33,33.2457778251007
31.768,32.6533336813252
30.47,32.0918892924155
29.421,31.561444658372
28.165,31.0585554689168
26.76,30.5694446433336
26.41,30.107889101944
25.27,29.6670000637987
24.183,29.2502226411469
23.487,28.8506664490949
25.214,28.4580001607536
25.428,28.089443883962
23.595,27.7381114842784
23.425,27.3971112936529
23.1,27.0698885847296
20.08,26.7495551379397
19.015,26.4464447662854
17.646,26.1536667640838
17.897,25.8677778636209
17.514,25.5922218939911
18.466,25.3269999779556
20.08,25.0721114739361
20.805,24.8172228095224
21.55,24.5795556964974
23.249,24.3453333749333
24.342,24.1180003155022
24.72,23.890667095677
24.72,23.6736668868817
24.72,23.4601113893506
24.17,23.2534441915857
27.069,23.0571112078098
27.161,22.8676669247861
26.055,22.6747774493156
24.994,22.4922223482283
23.827,22.3062222150877
21.05,22.1305555741614
19.6,21.9583334039069
19.13,21.7895554637329
19.13,21.6207777641509
21.05,21.4520000645685
21.05,21.2935556968053
21.05,21.1420001901895
20.08,20.9870002930985
21.176,20.8354445458909
19.13,20.69077765983
20.268,20.5461113351502
20.307,20.408333390434
19.6,20.2671113760316
20.481,20.1327775811985
19.13,19.9949997166793
19.307,19.8675553443739
19.13,19.7332216297382
21.44,19.609222530077
21.384,19.48177791718
18.22,19.3646665559047
16.49,19.2441111249437
15.66,19.1235556137853
16.89,19.0030001828239
16.881,18.8927777628933
15.822,18.7756664818154
15.88,18.6723334844122
15.348,18.5552222033343
14.919,18.4518886445503
13.36,18.3485558075418
14.732,18.2452220883635
15.839,18.1384445400908
15.883,18.0351113822933
15.69,17.931777663115
16.824,17.8353333664644
18.22,17.7388888292222
19.13,17.6424445325716
18.054,17.5425556048545
18.333,17.4495553778897
21.376,17.3531111614365
22.447,17.2601110146691
22.444,17.1739998894433
22.037,17.0878891652036
18.67,16.9983331683196
19.729,16.9122223638826
18.07,16.8261110782625
17.205,16.7365557229559
14.235,16.6538887476136
13.36,16.5746665637319
11.97,16.4954446204421
11.31,16.4093333348217
10.81,16.3301109103486
10.439,16.2508890472558
9.91,16.1716668633744
10.31,16.0993332198509
10.842,16.0166665652974
13.294,15.944333563352
14.87,15.8582221173372
14.1,15.7893335058666
14.1,15.7238888036875
14.87,15.6446667802004
14.87,15.5723334574659
14.87,15.503444445009
14.48,15.4345558335384
14.1,15.3691111313593
10.921,15.3002221990997
11.64,15.2244444858904
9.431,15.1624444949751
9.257,15.0935554825185
9.182,15.0281113417198
8.13,14.9557777783936
9.199,14.8972221779535
7.328,14.8352221068409
8.2,14.7663332547786
8.077,14.704333103469
6.677,14.6388888022759
6.721,14.5803334424272
6.597,14.521777841987
6.906,14.4563333002023
6.456,14.401222170434
5.026,14.3357777088465
6.027,14.2841112903424
5.82,14.2255554493103
5.42,14.1670000894615
4.381,14.1084444890214
4.857,14.0498887281866
4.185,13.99477783901
4.191,13.9362222385696
4.536,13.8811110286043
4.336,13.8225557489528
4.679,13.7743333199372
3.914,13.7192221901689
4.171,13.6675553706784
3.506,13.6090001712244
3.823,13.5573334319309
6.289,13.5056664520461
6.239,13.454000113739
4.867,13.4023335348402
4.171,13.3506666752509
3.554,13.2989999760563
3.541,13.2507778277312
3.411,13.1991109681419
3.135,13.1543331701931
2.871,13.1026668719845
2.842,13.0510000123952
2.893,13.0027776234784
2.291,12.9511111648754
2.327,12.9063331263346
2.08,12.8615555689775
2.124,12.8202224822922
2.082,12.7651112322281
2.511,12.7237775841625
1.827,12.672111085461
1.705,12.6376669401201
2.331,12.5860000404323
2.901,12.5412219216944
2.853,12.5033334660757
2.808,12.4551111172574
2.121,12.4068889288334
2.031,12.3724443825064
1.705,12.331110934934
1.565,12.279444476331
1.554,12.2450000502996
1.976,12.1967778217771
1.956,12.1588888448768
1.898,12.1210000283705
1.535,12.0693332489789
1.303,12.0314444324726
1.321,11.9901110249986
1.182,11.9556668395592
1.171,11.9108890015115
1.08,11.8730000246109
1.046,11.8385554782839
1.156,11.7972221911058
1.303,11.7627778452717
1.1,11.7248888683714
1.05,11.6835553406012
1.045,11.6456667245884
0.958,11.6077775872935
0.83,11.5733333216567
0.857,11.5251109728384
0.971,11.4975555683486
1.197,11.4596665112509
1.163,11.428666636089
1.496,11.3838888381402
1.989,11.3494445324049
2.066,11.3149999058806
0.731,11.2771110893746
0.996,11.2392221525725
0.996,11.204777886936
0.996,11.1737778513797
0.731,11.1393332649539
0.859,11.1083331892991
2.275,11.0773333542359
2.011,11.0360001472548
0.996,11.0118889327473
0.996,10.9705554851745
1.906,10.9395555699141
1.906,10.9120000852273
1.906,10.8706666777533
5.239,10.8465555434425
1.293,10.8086668071339
2.779,10.7845555525272
1.979,10.7569999876434
2.779,10.7259999119882
2.365,10.6949997962349
11.783,10.667444512041
69.555,10.6398888268613
59.331,10.6226665536978
104.7,10.6088888314035
404.6,10.6881112157781
724.6,12.6411111301017
9774,17.0706664108567
11879,21.6517779200027
7405,25.3924447603317
2872,28.220333929898
1063,30.2215559925471
520.346,31.5786670919302
344.859,32.4328886008717
228.3,32.8841112916255
185.456,32.9736664865374
156.041,32.8186671508271
159.74,32.4569994945908
120.3,31.9299996520081
93.277,31.2927780310726
86.744,30.566000012267
104.7,29.8116663082815
83.873,29.0125554479246
70.102,28.2065554056316
78.06,27.4040004755889
74.74,26.6186660543705
102.716,25.8574442912101
77.428,25.1341107430764
57.652,24.4762223783052
57.348,25.9883337757653
2313.563,43.9476672042576
1960.21,65.1585552039453
1068,80.8617787875442
469.349,90.609554762745
260.2,95.1424450458338
219.829,96.4685565507454
206.876,95.6901125946185
197.83,93.3961108456261
170.443,90.0791114920543
124.3,86.1834470803538
108.6,82.1224431041629
80.803,78.1785557822634
72.784,75.4505551394281
96.122,81.0443338084345
96.122,103.312664279818
185.267,169.287558150892
350.5,383.259895418047
450.82,658.915343446036
611.406,864.562448590167
668.689,833.930989520419
712.212,766.454323919284
945.918,750.186213561229
398,881.608997450936
330.7,928.357002470228
395.95,871.354885730478
1170.26,828.47157071034
782.611,783.304533941877
347.4,720.946328341961
254.8,665.597552392219
211.707,669.493210067353
205.4,753.083000083765
406.601,828.299340440166
324.902,831.323568688499
210.4,803.878216279877
679.615,877.909675406087
806.522,3021.49424420463
3131.99,8204.18795479668
8762,6475.73472923703
10556,4508.02692770957
7405.125,3153.8091176086
3157.018,2364.77987501356
2323.679,1854.35453852018
2280,1591.35396811697
1510.829,1650.22989743286
818.4,1889.64975410038
2375.922,2179.34821314282
6631.319,2060.12567347951
7502.818,2097.4496503671
6421.974,2217.90533330706
6247.279,2070.03878917959
6113.832,1912.47266696559
2749,1715.75357847743
1740.408,1451.86432533794
1218,1217.5801191065
1124.471,1038.83755736881
861.651,897.756560477946
661.006,785.684671998023
451.5,680.515446927813
332.2,587.536117434502
364.364,507.859228137467
289.615,440.916441215409
284.338,386.532105505467
285.249,340.528112567133
281.166,301.822888023323
288.539,268.553000026279
220.6,240.167333268457
204.739,215.70489021639
198.367,194.683445617556
188.647,176.748219794697
184.469,161.17244242794
175.031,147.597888567381
164.764,135.783444303605
140.9,125.305443112221
140.745,116.005444154143
106.869,107.818000080685
123.3,100.581222213805
98.659,94.1780007961723
89.269,88.4705557177465
75.947,83.3899998106062
101,78.8640009549757
70.059,74.8305548292896
66.342,71.2242224253714
64.272,68.000222576989
63.834,65.0758892711668
54.206,62.4271120151713
79.73,60.0160005088481
83.14,57.8081113286316
55.743,55.7724443988669
84,53.8986667887206
55.878,52.173000615504
61.967,50.554110787602
76.67,49.0213335284756
493.964,47.6056665078633
916.7,46.2967780780875
570.023,45.0740001319598
235.225,43.9407779421243
227.875,42.8592220103989
141.295,41.8568890645273
140.138,40.9131116388985
127.885,40.0313338833963
110.5,39.1977774341486
82.933,38.4158896489276
74.446,37.6856666782665
64.563,36.993333366182
61.552,36.3423330605857
52.425,35.7188886807611
49.811,35.1264443765913
57.59,34.5753332393038
54.67,34.0483337175101
42.286,33.5454443676605
41.002,33.0701111039766
40.987,32.6085557229817
39.597,32.1745553053914
50.4,31.7543332516735
49.71,31.3616669633322
49.71,30.972444343691
30.33,30.6004439170163
30.436,30.2387770627521
49.02,29.8977779948877
30.261,29.5671112162786
28.669,29.2433335394082
45.61,28.9367774139263
44.94,28.6336667214829
44.94,28.3546668425617
44.28,28.0618887601628
43.62,27.7897773414021
43.62,27.5279996554471
46.29,27.2765555419028
45.61,27.0285555782417
44.94,26.7805554541862
44.94,26.5463335336081
43.62,26.3121109714523
42.96,26.0882219817077
26.94,25.8677779438183
26.441,25.6576668367619
27.63,25.4475556495083
27.611,25.2374443018603
27.587,25.0479997782449
28.103,24.8516667142716
27.487,24.6587777199845
29.132,24.4693338379472
28.88,24.2936663148511
27.63,24.1179995135301
26.412,23.9354444124425
25.573,23.7666663118741
24.675,23.5978889330808
24.156,23.4325554635789
23.113,23.26722191388
21.51,23.1191109581333
20.31,22.9572218791063
19.092,22.8056665328848
18.451,22.661000208205
18.485,22.5128886910775
18.445,22.368222206003
19.056,22.2235556407315
18.527,22.0892219260958
17.95,21.9480001522851
19.992,21.8102219669768
20.681,21.6758891345105
21.51,21.5484446820078
21.535,21.4141111277664
21.332,21.286666755461
22.868,21.1661107631192
23.93,21.0421113426694
21.491,20.9215556711167
20.263,20.8009998391692
20.783,20.6804444082082
21.289,20.5598892178388
22.421,20.4531111883827
22.269,20.3360003082909
22.71,20.2292218778491
22.472,20.1121109175599
22.12,20.001889139207
21.325,19.9054448425564
20.337,19.7952221018365
18.452,19.6918891044333
17.95,19.5782222138305
16.79,19.4852222274574
17.338,19.3784444385934
16.821,19.2819996607594
19.13,19.1821112944227
20.437,19.0856665967861
22.541,18.9857778294634
21.23,18.8996667042376
19.13,18.796333225651
20.416,18.7033330788836
19.838,18.6068889426274
18.135,18.5207777372043
18.218,18.4346667723732
18.054,18.3451106952919
16.341,18.255555580577
14.49,18.1728887656291
13.198,18.0833332499282
13.003,18.0006666755719
13.048,17.9145557107405
12.34,17.8353331258727
12.084,17.7526668723052
14.117,17.6665556668821
15.63,17.5873333226063
16.719,17.5046666680524
16.354,17.4288891152375
19.019,17.3496663699753
20.134,17.2738890577521
18.161,17.1981110237538
17.95,17.1188888398724
19.13,17.0431109662684
18.67,16.9638890229787
18.055,16.8949996897331
17.95,16.8226666075903
17.279,16.7503332848559
16.151,16.6745555716463
15.616,16.6091110298618
14.49,16.5367777873244
12.585,16.4678888550648
11.663,16.4024444736747
11.345,16.3301109905459
10.6,16.2646667695502
9.892,16.1923331260267
10.574,16.1268889050309
11.15,16.0614444434435
10.904,15.995999981856
11.598,15.9271110495968
13.539,15.8685555293537
13.12,15.7996667574884
12.798,15.7342220553093
12.57,15.6756668558552
14.49,15.6136667847426
10.892,15.5516667938273
10.648,15.4862223322398
10.242,15.4276666516024
10.286,15.3691112115566
10.248,15.3071112206413
11.15,15.2519999304787
12.25,15.1934444904326
11.14,15.1314444995177
11.138,15.076333289552
10.261,15.0108888279646
10.56,14.9592220084741
11.15,14.8972222581505
10.375,14.8386667379074
10.07,14.7869998382196
10.202,14.7353331791238
10.07,14.6767779796694
8.585,14.6216665291124
8.117,14.5665557201332
8.456,14.5148889006427
7.261,14.4597776104801
5.924,14.4081111919756
9.049,14.3564444526822
11.491,14.3013333229142
11.089,14.2462221931459
10.681,14.1980000849193
11.644,14.1428888749537
11.119,14.0946667667271
7.688,14.0498888083836
7.405,13.9947779192074
7.013,13.9465558109804
4.861,13.8948889112929
5.5,13.8432220116051
4.494,13.791555673298
4.128,13.7433334046767
3.348,13.6951109756611
